smiles,Hf_298,S_298,Cp_300,Cp_400,Cp_500,Cp_600,Cp_800,Cp_1000,Cp_1500
C=C=CC=C,60.8000,73.5400,21.7400,27.1300,31.7300,35.5100,41.3200,45.5800,52.2200
CCC(=O)CC,-61.7000,91.0700,30.9200,36.4800,42.2000,47.4100,55.9800,62.5400,72.8800
C=C(COO)C(=O)CO,-89.4200,101.3400,38.9300,46.9700,53.7800,59.3800,67.8400,73.8900,83.1500
CC(=O)C(C)C,-63.1300,89.7600,28.4400,35.4800,41.9800,47.6000,56.5600,63.2600,73.7400
O=CC(=CCO)COO,-81.7700,104.6400,38.4000,45.9300,52.5600,58.0700,66.4300,72.3900,81.4900
CC(C)(C)C=O,-59.3700,84.2500,30.4100,37.4700,43.7000,48.9800,57.3200,63.5900,73.4700
C=C(C=O)C(CO)OO,-87.7200,95.9900,36.0300,44.7800,52.2800,58.4200,67.6200,74.0900,83.8300
CC=CC(=O)OCOO,-106.4500,95.6500,36.9800,45.8500,53.1700,58.9500,67.3800,73.3500,82.4900
COC(=O)C=CCOO,-97.7800,102.4500,38.3100,45.3900,51.9500,57.5700,66.2800,72.5600,82.1000
C=CCC(=O)OCOO,-101.1600,103.6500,37.2000,45.6600,52.5700,58.0900,66.3500,72.2900,81.4500
C=CC(OO)C(=O)OC,-97.1500,100.9000,37.1400,44.6300,51.4500,57.2100,66.0500,72.3900,82.0100
O=CCCC(=O)C=O,-95.8900,94.1200,34.3800,40.3300,45.1600,49.2200,55.6600,60.4400,67.7400
C=CC1CC1,32.0500,74.1300,23.2300,29.5200,35.1400,39.8400,47.0600,52.3500,60.6400
O=CCC(=O)CC=O,-96.5900,100.3600,34.0700,39.2400,43.8700,47.9300,54.4600,59.3000,66.6300
C=CC=CC,19.0200,75.3500,23.4400,29.4000,34.8100,39.4400,46.7100,52.1200,60.5900
O=C1CC=CC1OO,-36.6000,86.1200,28.9200,36.6700,43.1600,48.3800,56.0100,61.2700,69.0000
C=CC(=C)C,18.3800,73.7000,23.6400,29.9900,35.4500,40.0100,47.1100,52.3800,60.6800
O=C1C=CCC1OO,-41.0900,85.5100,28.5100,36.2600,42.8100,48.0800,55.8100,61.1200,68.9300
O=C1C=CC(OO)C1,-41.1500,88.0700,29.2600,36.9200,43.3700,48.5500,56.1000,61.3000,68.9700
C#CCCC,34.8200,78.3500,24.3500,30.4700,35.7100,40.0500,46.8300,51.9100,59.9600
C1=CCCC1,9.1200,67.9100,19.3700,26.6200,33.0900,38.4700,46.6300,52.4900,61.3700
C=CCC=C,25.8100,80.5300,23.7000,29.5300,34.7800,39.2400,46.2600,51.5000,59.7600
CCCC(=O)OCOO,-132.8700,105.2000,40.9900,49.5200,56.6400,62.6400,72.0700,79.0700,89.9800
CCC(OO)C(=O)OC,-130.6600,101.9800,39.6100,48.1700,55.8200,62.2900,72.2900,79.5600,90.7200
CCCCCO,-70.9800,92.6600,31.1800,39.1900,46.6200,53.0200,63.1100,70.6400,82.4700
CC(=CC=O)COO,-47.7200,99.7500,35.4300,41.8800,47.8600,53.0100,61.0500,66.9200,75.9100
COC(=O)CC(C)OO,-133.7200,97.3300,38.2500,47.2800,55.3100,62.0700,72.4500,79.9500,91.4000
CC(C)CCO,-72.7200,85.8800,30.6800,39.1400,46.8500,53.4000,63.6600,71.2700,83.2400
C=C(C=CO)COO,-39.9400,91.6000,35.4900,43.3800,49.9600,55.2600,63.0700,68.5900,77.0600
COC(=O)CCCOO,-132.6100,96.6700,37.1800,46.4300,54.7800,61.8400,72.6600,80.4300,92.1800
CCC(C)CO,-72.0900,96.1500,31.6500,39.5500,46.8900,53.1800,63.0600,70.3900,81.8900
C=C(C)C(C=O)OO,-47.1200,95.8400,35.5000,42.4200,48.5700,53.7800,61.8500,67.7300,76.7600
CCCC(=O)C(O)OO,-127.1000,102.1200,39.9200,49.1100,57.0700,63.6500,73.6200,80.7800,91.7500
O=C1CCCC1OO,-66.6200,87.4100,30.4400,39.1600,46.7100,52.9000,62.1300,68.6100,78.2700
CCCC(OO)C(=O)O,-139.5300,101.0200,39.7100,49.0100,56.9900,63.5700,73.5300,80.6900,91.6900
O=C1CCC(OO)C1,-69.1000,89.8800,31.1900,39.8400,47.3000,53.3900,62.4600,68.8200,78.3300
CCC(=O)CC(O)OO,-130.7300,100.3100,40.9400,49.8200,57.3700,63.6700,73.4100,80.5200,91.5500
CCCC(=O)OC=O,-138.4400,97.3300,34.7000,41.3800,47.4700,52.6700,60.8300,66.8100,75.9500
CCC(=O)C(CO)OO,-120.7400,100.8200,40.1000,49.0300,56.8600,63.3800,73.3300,80.5200,91.5800
CC=CCC,-7.1200,81.4800,26.1500,32.6000,38.5500,43.7100,52.0200,58.3200,68.3000
COC(=O)CCC=O,-129.7500,95.6800,33.9700,41.5200,47.9900,53.3200,61.4300,67.2800,76.2000
CCC(CC(=O)O)OO,-142.5300,99.3600,39.3600,48.9900,57.1300,63.7600,73.6900,80.8000,91.7200
C=CCCC,-4.5000,83.0800,26.2700,32.9000,39.0200,44.2500,52.5400,58.7500,68.5500
O=Cc1ccco1,-37.3100,75.8400,22.0200,28.2100,33.4700,37.7000,43.8400,47.9900,53.9200
CCC1OCOC1=O,-129.2600,88.6900,30.2900,38.4600,45.6900,51.7100,60.7800,67.2000,76.7300
CCC(OO)C(=O)CO,-119.4400,101.7200,40.5700,49.6200,57.4100,63.8700,73.7100,80.8200,91.7600
C=CC(C)C,-6.6200,80.2900,26.5500,33.5100,39.6200,44.7600,52.8400,58.9300,68.5900
O=CC=C=CC=O,-9.6200,84.4900,25.6700,30.7600,35.1700,38.8300,44.4200,48.3600,54.1400
COC(=O)C1OC1C,-107.4800,93.8700,32.1400,39.5600,46.2500,51.8700,60.4400,66.5800,75.8300
CC(C)C(=O)C(O)OO,-128.1200,101.8800,41.4900,50.5200,58.0300,64.1600,73.5000,80.3000,90.9300
C1CCCC1,-18.2000,68.1100,18.9600,27.1500,34.6500,40.9900,50.7500,57.8300,68.6400
CC1CC(=O)OCO1,-130.2300,84.5900,29.5600,37.9700,45.3800,51.5600,60.9100,67.5400,77.3700
CC(C)C(OO)C(=O)O,-141.4600,96.8200,39.3100,48.7900,56.8600,63.4700,73.4600,80.6200,91.6300
CC=C(C)C,-9.5600,79.1400,25.1700,31.5100,37.5200,42.8000,51.3400,57.8200,68.0400
COC(=O)C1CCO1,-103.7900,93.4800,29.3100,37.1700,44.4200,50.5400,59.8500,66.4500,76.2800
CC(C=O)C(CO)OO,-116.6900,96.2000,38.4700,48.0300,56.3300,63.1900,73.6000,81.0500,92.4000
C=C(C)CC,-8.0300,80.7500,26.6100,33.3000,39.4000,44.5900,52.7800,58.9100,68.6100
COC(=O)CC1CO1,-105.0800,98.5900,31.1900,38.4300,45.1500,50.8600,59.6500,65.9700,75.5000
CC(C=O)CC(O)OO,-124.7000,97.3400,38.8600,48.4700,56.7700,63.6000,73.9100,81.2800,92.5000
C=CC(CC=O)OO,-44.2100,97.9000,34.7000,41.9100,48.3300,53.6900,61.8900,67.8000,76.8300
CC(COO)CC(=O)O,-143.2600,95.7500,38.1800,47.9300,56.3100,63.2100,73.6200,81.0500,92.3800
CC(COO)C(=O)CO,-120.0000,100.0300,39.8100,49.0400,57.1200,63.8300,74.0100,81.3200,92.5000
CC(=O)CCC(O)OO,-132.1200,100.5700,37.8200,47.3700,55.7400,62.6800,73.2100,80.7400,92.2100
CC(=O)CC(CO)OO,-123.9100,97.7800,38.3200,47.7600,56.0400,62.9200,73.3700,80.8500,92.2600
CC(=O)C(CCO)OO,-121.9800,98.9900,38.9000,48.1400,56.3000,63.1100,73.4700,80.9100,92.2600
CC(C=O)=CC=O,-50.5900,85.1900,28.0500,33.5300,38.6000,42.9500,49.7400,54.6200,61.9000
CC(CCC(=O)O)OO,-145.1700,95.8200,38.2400,47.9700,56.3200,63.1900,73.5700,81.0000,92.3300
C=C(C=O)C=CO,-42.8500,83.6600,27.8900,34.2900,39.7600,44.2700,51.0800,55.9200,63.2500
CC(CC(=O)CO)OO,-122.9800,97.7100,39.1300,48.6300,56.8300,63.6000,73.8600,81.2100,92.4500
O=C1CCC2OC12,-45.4800,75.8100,23.3600,30.9000,37.3700,42.6000,50.2900,55.5800,63.3100
CC(OO)C(=O)CCO,-122.0300,99.0500,39.5100,48.7900,56.8700,63.5600,73.7600,81.0900,92.3400
CCCCC,-34.6900,84.1500,28.5900,35.9400,42.8300,48.8200,58.4100,65.6700,77.1600
O=C1CC2CC1O2,-35.0200,76.0800,22.6200,30.5700,37.2700,42.6100,50.3600,55.6600,63.3600
CC(C)(CC(=O)O)OO,-147.7800,93.8500,39.6500,49.3600,57.4200,63.9600,73.7600,80.8100,91.6900
CCC(C)C,-36.4200,83.2100,28.7400,36.3900,43.3700,49.3500,58.8400,65.9900,77.3100
O=C1CC2OC2C1,-48.1300,78.4400,23.5300,31.1100,37.5800,42.7900,50.4400,55.7000,63.3900
CC(C)(C)C,-40.3700,72.2700,29.4400,37.6700,44.8600,50.8300,60.0500,66.9100,77.7800
O=C1C2CCC1O2,-33.1000,76.9000,22.7900,30.5900,37.2300,42.5400,50.2800,55.5900,63.3200
CC(C=O)(CCO)OO,-119.2300,98.9300,39.5000,48.9600,57.0900,63.8100,73.9900,81.3000,92.5000
OCc1ccco1,-52.1500,82.8700,25.1700,31.9300,37.7300,42.4200,49.3300,54.1400,61.3600
O=CC(CCO)COO,-115.9400,94.8100,37.0600,46.9100,55.5800,62.7800,73.7000,81.4600,93.1700
Cc1ccc(O)o1,-59.4100,81.5600,26.5800,32.7200,38.1200,42.6000,49.3400,54.1200,61.3500
O=CCCC(CO)OO,-117.9600,97.8200,37.7900,47.5700,56.1400,63.2500,74.0100,81.6600,93.2400
CC=C=CC(=O)O,-50.9400,84.7100,28.0800,34.1900,39.4100,43.7300,50.3200,55.0700,62.3200
O=CC(CCCO)OO,-114.5200,99.1500,38.0600,47.7100,56.2100,63.2800,73.9900,81.6200,93.1800
O=CC=C=CCO,-24.7400,88.3200,30.2400,35.3400,39.8900,43.8100,49.9800,54.5300,61.5700
O=C(CCCO)COO,-118.6200,97.9800,37.7800,47.5400,56.1000,63.1900,73.9200,81.5600,93.1400
O=C1C=CC=C1,13.8500,69.2700,19.6400,25.3900,30.1000,33.8300,39.2300,42.9300,48.3500
C=C=CC(=O)CO,-31.8900,85.1500,28.5000,34.8600,40.2500,44.6600,51.3400,56.1200,63.3800
O=C(CCO)CCOO,-119.4400,99.7100,38.7600,48.5500,56.9200,63.7500,73.9900,81.3000,92.4700
CC(=O)C=C=CO,-31.3200,84.9600,29.3900,35.6100,40.5600,44.5200,50.5000,54.8700,61.6800
O=CCC(CCO)OO,-115.5900,99.2100,40.2700,49.9000,57.8200,64.2900,74.1900,81.3900,92.5200
CC(=O)C=CC=O,-53.6500,87.3900,28.7900,34.2900,39.2700,43.5100,50.0600,54.7900,61.9100
O=C(CO)CCCOO,-122.0600,98.7300,38.1100,47.7800,56.2700,63.3400,74.0300,81.6500,93.2000
OOC1C=CC=C1,17.8400,81.6900,25.7100,32.9600,39.0000,43.7900,50.7000,55.4600,62.5700
CCC(C)(OO)C(=O)O,-144.5500,96.8200,39.9600,49.2500,57.1300,63.6100,73.4500,80.5600,91.5500
CC(OO)C(C)C(=O)O,-143.6000,96.8600,39.3200,48.6200,56.5900,63.1600,73.1500,80.3600,91.4700
CC(CCOO)C(=O)O,-142.8400,95.5200,38.0300,47.8700,56.3100,63.2400,73.6500,81.0800,92.3800
CCC(COO)C(=O)O,-139.8400,97.7600,38.4200,47.9600,56.2400,63.1000,73.4900,80.9300,92.2900
CC(=O)C(C)C(O)OO,-131.5700,97.3500,39.4100,48.7700,56.8100,63.4200,73.4200,80.6000,91.6300
CC(=O)C(C)(CO)OO,-126.6200,97.7400,40.2400,49.5600,57.6600,64.3700,74.5900,81.9500,93.2400
CC(CO)C(=O)COO,-118.8100,98.4200,39.3600,48.6800,56.8100,63.5500,73.7800,81.1400,92.3900
CC(=O)C(CO)COO,-122.1600,97.6400,38.0600,47.4800,55.7800,62.7000,73.2200,80.7700,92.2400
CC(CC=O)C(O)OO,-125.8200,97.6000,38.7900,48.3700,56.6600,63.5000,73.8400,81.2400,92.5100
CC(CO)(CC=O)OO,-121.5800,94.9100,39.2800,48.8300,57.0000,63.7400,73.9300,81.2500,92.4600
CC(CO)C(C=O)OO,-115.3400,98.7800,38.6600,48.3400,56.6900,63.5600,73.9100,81.3000,92.5400
O=CCC(CO)COO,-114.2500,97.7300,37.2400,47.0600,55.7100,62.9000,73.7600,81.4900,93.1500
CCC(C=O)C(O)OO,-122.8100,103.3000,39.4300,48.6600,56.7100,63.3700,73.4600,80.6800,91.7200
CCC(C=O)(CO)OO,-117.2900,100.6500,40.6100,49.6700,57.4800,63.9300,73.7500,80.8400,91.7500
CC(OO)C(C=O)CO,-118.3000,96.3000,38.6500,48.1400,56.3900,63.2300,73.6100,81.0500,92.4000
OC1=CC=CC1,-8.3300,71.3600,23.5500,30.2700,35.6900,39.9400,46.1100,50.4400,57.0500
O=CC(CO)CCOO,-115.4300,97.6800,37.5000,47.2700,55.8600,63.0100,73.8200,81.5200,93.1500
OC1=CCC=C1,-9.1300,71.3800,23.4900,30.2200,35.6400,39.8900,46.0700,50.4100,57.0300
C=CC(=C)C=O,0.0200,80.0900,24.3200,30.1300,35.2000,39.4000,45.7600,50.3000,57.1700
O=C1C=CCC1,-21.8900,73.5700,21.1100,27.7800,33.5600,38.2800,45.3400,50.3000,57.6700
O=C1CC=CC1,-18.0700,72.2300,21.4400,28.1400,33.8800,38.5600,45.5400,50.4600,57.7600
C=CCC=C=O,4.7900,81.1300,25.1900,30.7600,35.5200,39.4600,45.5600,50.0300,56.9500
CC(C=O)=CCO,-66.8500,93.6200,30.0100,36.0500,41.8200,46.8600,54.8300,60.7000,69.7500
C=CC(=O)C=C,-0.5600,78.4700,24.0800,30.1500,35.3900,39.6600,45.9800,50.3700,56.8600
CC(=CCO)COO,-61.8500,107.8300,38.1300,45.3500,51.9500,57.6000,66.4500,73.0000,83.3100
C#CC(C)C=O,15.6700,80.6600,25.7100,31.2100,35.8400,39.6800,45.6700,50.1000,56.9700
C=C(C)C(CO)OO,-67.4200,94.3300,37.3000,46.3900,54.0000,60.1100,69.2200,75.8000,86.1400
Cc1ccco1,-18.2800,73.5700,21.1000,27.4900,33.0900,37.7000,44.5700,49.4100,56.6600
CC(C)(C=CO)OO,-71.8600,97.1400,40.3400,48.2900,55.0800,60.6300,69.0300,75.1700,84.8800
CC(C)=CC(O)OO,-74.3300,102.6400,37.7700,45.7100,52.7500,58.6600,67.8100,74.5200,85.0400
CC=C=CC=O,9.6800,82.4700,24.8400,30.1000,34.8100,38.8400,45.1600,49.8000,56.8900
C=C(CCO)COO,-65.7800,92.5600,34.8500,44.1500,52.2500,58.9500,69.0900,76.3700,87.5200
C#CCC(C)=O,10.1300,83.1100,25.5900,30.9100,35.3900,39.1200,44.9300,49.2400,56.0100
C=C(C=O)CCO,-66.7100,87.7900,31.9800,38.6000,44.3800,49.2500,56.8300,62.4100,71.1000
CCCC(C=O)OO,-75.6900,97.2500,35.3200,44.0700,51.9600,58.6400,68.9500,76.4100,87.7500
OC1C=CC=C1,-1.0300,71.7900,23.6300,30.0700,35.2900,39.4700,45.6600,50.0600,56.8200
CC1(C)OC1C=O,-59.7600,85.5000,29.8500,36.7600,42.9000,48.1000,56.1900,62.1000,71.1200
CCCC(=O)COO,-79.5000,96.5200,35.8800,44.4600,52.0100,58.3500,68.1100,75.2100,86.1200
C=CC=CC=O,-2.6100,78.8600,24.0300,29.7800,34.9000,39.2000,45.8100,50.5600,57.7600
C=CC(=C)COO,1.7200,88.8600,30.4100,37.9500,44.4600,49.8200,57.9200,63.7500,72.7100
CCC(=O)CCOO,-81.6900,95.6400,36.5900,44.5600,51.8000,58.0100,67.7400,74.8900,85.9200
C=C=CC(C)=O,4.9100,80.5500,24.7200,30.3100,35.1400,39.1600,45.3700,49.9100,56.8900
C=CC=CCOO,2.2600,91.8300,32.0100,38.5500,44.4500,49.4200,57.0600,62.6200,71.2100
CCC(CC=O)OO,-78.1600,93.0100,34.4500,43.4600,52.2800,61.0800,75.9900,83.1100,88.3300
C=CC(C=C)OO,5.7500,91.7200,32.0300,38.7400,44.6600,49.6100,57.1700,62.6600,71.2000
CCC(=O)C(C)OO,-83.2700,98.6600,36.8600,44.8800,52.0300,58.0900,67.5200,74.4500,85.1900
OOC1CC=CC1,-12.9300,83.3200,27.5600,35.8000,42.9600,48.7800,57.4300,63.5200,72.6900
CCC(OO)C(C)=O,-83.5400,97.7600,36.5300,44.9300,52.2400,58.3400,67.7400,74.6200,85.2900
OOC1C=CCC1,-13.5500,82.3300,27.2300,35.5800,42.7900,48.6600,57.3500,63.4600,72.6600
CC(C)C(C=O)OO,-77.4800,93.0600,35.9400,44.6300,52.2200,58.5600,68.2900,75.3600,86.2100
O=CCCCC=O,-74.1700,93.8300,38.0200,43.4500,47.4700,50.9600,57.0100,61.9200,69.9700
CC(=O)CC(C)OO,-86.0100,94.2100,35.4300,44.1100,51.7200,58.0800,67.8700,74.9900,85.9600
CC=CC(=O)OC,-82.3100,86.6800,29.5000,35.9500,41.9800,47.2100,55.4400,61.4900,70.7400
CC(C)(CC=O)OO,-82.8100,90.8400,36.6800,45.5100,53.0200,59.2200,68.7000,75.6100,86.2900
C=CCC(=O)OC,-77.3500,94.2000,29.6500,35.7300,41.5600,46.6500,54.7200,60.6700,69.8100
CC(CC=O)COO,-78.7200,92.5100,35.0400,43.9800,51.8600,58.4400,68.5500,75.8600,86.9900
CCC(=O)CC=O,-79.6300,93.4200,31.6100,37.7900,43.2900,48.0600,55.7000,61.4100,70.2600
CC(=O)CCCOO,-85.1900,93.3500,34.3700,43.2300,51.1500,57.8100,68.0400,75.4400,86.7200
CC(=O)CC(C)=O,-87.5000,92.0900,30.9200,36.8900,42.5100,47.4100,55.2200,61.0400,70.0200
CC(CCC=O)OO,-80.7400,92.5100,35.1300,44.0300,51.8500,58.4100,68.4900,75.7900,86.9300
O=CCCCCOO,-76.2100,92.5500,33.9800,43.1100,51.2800,58.1400,68.6600,76.2300,87.6700
CC(C=O)CCOO,-78.0900,92.1900,34.8900,43.9100,51.8300,58.4400,68.5500,75.8500,86.9700
CC(C=O)C(C)OO,-78.6300,95.9600,39.9500,47.4600,53.7300,59.1600,67.9800,74.6900,85.2800
CCC(C)(C=O)OO,-80.1100,97.0000,37.6200,45.8000,52.9400,58.9200,68.1700,74.9500,85.4600
CCC(C=O)COO,-74.9200,96.1700,36.8800,45.2700,52.6700,58.9000,68.5200,75.5300,86.3200
CCC(OO)C1CO1,-56.0700,94.5400,34.9600,43.9000,51.8000,58.3500,68.2400,75.3300,86.1700
CC(CC1CO1)OO,-57.7600,90.8100,34.0700,43.4300,51.6000,58.3400,68.5100,75.7900,86.8700
OOCCCC1CO1,-53.4100,91.6300,33.0300,42.5600,51.0300,58.0500,68.6600,76.2000,87.6000
CCC1OCC1OO,-56.2000,96.8500,35.0400,43.8900,51.8000,58.3800,68.3200,75.4400,86.2600
CC(OO)C1CCO1,-59.5800,90.6700,33.1600,42.5500,50.8400,57.7100,68.1100,75.5300,86.7800
OOCCC1CCO1,-57.1400,88.2000,31.5300,41.4000,50.1600,57.4000,68.3000,76.0000,87.5600
CC1CC(OO)CO1,-76.2900,90.4800,33.3000,42.7500,51.0700,57.9400,68.3000,75.6800,86.8500
CC1OCCC1OO,-76.4100,86.9900,31.0400,40.5800,49.1600,56.3400,67.2900,75.2100,87.6700
OOCC1CCCO1,-73.4700,85.3900,29.3500,39.2100,47.9800,55.2500,66.2000,73.9400,85.5300
OOC1CCCOC1,-75.1400,88.3800,31.8200,41.4000,50.0100,57.2200,68.1400,75.8900,87.5000
OOC1CCOCC1,-75.9000,88.1300,31.6800,41.3800,50.0400,57.2600,68.1600,75.8900,87.4800
CCC1OC1COO,-54.7100,92.5400,33.9900,43.2700,51.4200,58.1700,68.4000,75.7300,86.8700
CC(OO)C1OC1C,-59.4300,96.7000,35.2100,43.9200,51.6100,58.0400,67.9000,75.0300,85.9800
CC1OC1CCOO,-57.3800,92.0100,33.6500,42.7300,50.8600,57.6500,68.0000,75.4300,86.7000
CC1CC(COO)O1,-61.4400,88.6700,33.0700,42.9100,51.3900,58.3100,68.6300,75.9500,87.0100
CC1OC(C)C1OO,-62.1700,96.0700,35.9600,44.7400,52.4000,58.7200,68.2700,75.1200,85.6200
CCC1CC(O)OO1,-86.3600,89.7600,35.1600,44.5700,52.3500,58.7000,68.3600,75.3600,86.1400
CC1CC(C)(O)OO1,-92.9500,90.5000,34.3300,43.8000,51.8700,58.4200,68.1700,75.0900,85.6100
CCC1(O)CCOO1,-88.0200,92.0000,33.5900,43.2500,51.5900,58.3500,68.2900,75.2500,85.7300
CCC1(OO)COC1,-56.6200,92.4400,34.4600,43.5400,51.6000,58.3000,68.4900,75.7900,86.8900
CC(OO)C1COC1,-55.3800,87.9400,32.8500,42.4800,50.9000,57.8300,68.2400,75.6500,86.8600
OOCCC1COC1,-50.2900,88.5900,31.5800,41.3500,50.0700,57.3200,68.2400,75.9700,87.5700
CCC1(COO)CO1,-57.1100,93.4400,34.7900,43.8500,51.7200,58.2200,68.1000,75.2100,86.1000
CC(OO)C1(C)CO1,-62.2800,96.6900,35.1500,44.0200,51.7500,58.1800,67.9900,75.0900,86.0000
CC1(CCOO)CO1,-59.4500,89.3800,34.1300,43.4600,51.5800,58.2900,68.4500,75.7400,86.8600
CC1OCC1COO,-56.3400,88.7100,32.8800,42.5900,51.0600,58.0100,68.4200,75.8000,86.9500
CC1OCC1(C)OO,-61.4000,95.7800,37.0700,45.6400,52.9700,59.0300,68.2800,74.9800,85.3400
C=C(C)C=CO,-22.7600,77.8700,28.4700,35.3400,41.0100,45.5900,52.5400,57.6300,65.6700
CC1COC1COO,-56.3400,89.4000,32.9600,42.5400,50.9100,57.8200,68.2300,75.6500,86.8700
C=CC1(C)CO1,-7.3500,79.5100,27.2300,34.3200,40.2300,45.0200,52.2500,57.5300,65.7700
OOCC1CCOC1,-69.3100,94.3300,32.1900,41.6200,50.1900,57.3700,68.2400,75.9500,87.5200
C=C(C)C1CO1,-5.3000,82.3400,26.2600,33.1800,39.1800,44.1200,51.6600,57.1400,65.6100
CC1(OO)CCOC1,-75.9900,92.0200,33.4200,42.8600,51.1500,58.0100,68.3400,75.7000,86.8500
CCC=CC=O,-29.3900,81.0400,26.7200,33.0900,38.8600,43.7600,51.4000,57.0000,65.6100
CC1COCC1OO,-72.0600,91.4600,33.2100,42.4200,50.6700,57.5500,67.9900,75.4500,86.7400
O=C1CCCC1,-46.5000,74.8800,22.9800,30.6400,37.4300,43.0700,51.6500,57.7900,67.0200
CC1OC1(C)COO,-60.7900,93.0200,35.2700,43.8400,51.4700,57.8800,67.7600,74.9400,85.9400
C=CC=CCO,-15.4900,83.3600,27.5300,33.9700,39.5700,44.2400,51.5000,56.8500,65.2700
CC1(C)OC1COO,-60.2900,92.0800,35.2000,43.8900,51.5700,57.9900,67.8600,75.0100,85.9800
CC=CC=CO,-21.9300,78.9000,28.1600,34.5600,40.1300,44.7700,51.9400,57.2000,65.4800
CC1(COO)CCO1,-61.5300,89.2900,33.5000,43.0600,51.3600,58.1900,68.4700,75.8000,86.9200
C=CC(C)C=O,-25.1200,88.2200,28.4500,33.9000,39.0200,43.4900,50.6900,56.1100,64.6000
CC1(C)OCC1OO,-62.8600,91.3700,35.6800,44.7800,52.6000,59.0100,68.6800,75.6300,86.3000
C=CC(=O)CC,-31.3200,83.2000,28.8100,34.4700,39.6700,44.1900,51.3500,56.6700,64.9300
CC(COO)C1CO1,-55.4700,91.1700,34.0800,43.3400,51.4900,58.2300,68.4400,75.7500,86.8700
CC=CC(C)=O,-35.1100,82.7200,26.7100,32.7500,38.3300,43.1600,50.8000,56.4800,65.2700
CC(C)(OO)C1CO1,-60.6100,89.7300,35.6200,44.8900,52.7300,59.1100,68.7100,75.6100,86.2500
C=CC(C)=CO,-22.4400,79.6800,26.9700,33.6000,39.3900,44.1900,51.5500,56.9200,65.3200
CC(=O)C(C)COO,-82.8300,93.5300,35.8900,44.3500,51.8400,58.1400,67.8900,75.0000,85.9700
C1CC2OC2C1,-22.3000,73.6800,21.4200,29.5800,36.7900,42.7000,51.5300,57.7300,66.9900
CC(=O)C(C)(C)OO,-87.5900,94.4500,36.8000,45.0300,52.1900,58.2000,67.5300,74.4000,85.1000
C1CC2CC1O2,-12.4600,71.8500,20.5100,29.1000,36.5800,42.6300,51.5500,57.7600,67.0000
CC(C)C(=O)COO,-80.5700,97.8900,36.3100,44.5700,51.8400,57.9600,67.4500,74.4000,85.1800
C=CCCC=O,-23.9800,84.9800,28.9700,34.4500,39.5000,43.9900,51.3000,56.8200,65.4600
CC(C)(C=O)COO,-77.6400,98.4600,38.5600,46.2200,52.9700,58.6800,67.6200,74.2500,84.6200
CC=CCC=O,-25.8500,88.5300,26.8900,32.6800,38.0600,42.7400,50.2400,55.8500,64.5300
CC1(COO)COC1,-54.8100,87.2800,33.1900,42.6400,50.9400,57.8000,68.2000,75.6200,86.8600
CC(C)C=C=O,-28.3800,79.8400,27.3100,34.1900,40.0400,44.8400,52.1700,57.5300,65.8500
CC(OO)C1OCOC1=O,-151.0700,96.9100,37.5500,46.9500,55.0800,61.7300,71.6100,78.5000,88.6500
C=C(C)C(C)=O,-35.9100,81.0200,27.2300,33.3000,38.7800,43.4900,50.9800,56.5600,65.2700
O=C1OCOC1CCOO,-151.5400,95.9200,35.7800,45.6000,54.1600,61.2000,71.6300,78.8500,89.3900
C=CCC(C)=O,-30.6500,92.1000,26.0800,32.3000,37.9300,42.7300,50.2600,55.8200,64.4500
CCCC(=O)OC,-108.7600,95.0100,33.2300,39.9400,46.4200,52.1000,61.2000,68.0100,78.6100
CC1OCOC(=O)C1OO,-146.6000,95.2100,37.0600,46.5100,54.6800,61.3900,71.3900,78.3700,88.6200
CC=C(C)C=O,-33.4400,83.4700,25.3200,31.5000,37.2600,42.2700,50.2300,56.1000,65.1300
CCCC1OC1O,-77.1600,95.9000,32.0000,40.1000,47.2000,53.0900,62.1000,68.6700,78.8600
O=C1CC(COO)OCO1,-146.9000,96.4700,34.8200,44.1800,52.4000,59.1800,69.2800,76.3000,86.6000
C=C(C)CC=O,-26.9600,87.6300,27.9700,33.4900,38.6900,43.2400,50.5500,56.0300,64.5800
CCC1CC(O)O1,-84.2600,86.5500,30.2500,39.0100,46.7400,53.1400,62.8300,69.7800,80.4300
CC1OC1C(=O)OCOO,-130.3300,100.3000,40.6200,49.0100,56.1900,62.1900,71.3800,77.9400,87.8200
CC(C)=CC=O,-31.7000,82.5300,26.5200,32.4500,38.0000,42.8500,50.5900,56.3500,65.2400
CCC1OC1CO,-74.4700,90.7200,31.7600,40.2400,47.5600,53.5700,62.7000,69.3500,79.6600
COC(=O)C1OC1COO,-125.6800,99.4300,37.9100,46.9100,54.8600,61.4700,71.3600,78.3000,88.5400
CC(C)C1OC1O,-79.9400,92.4400,33.0300,41.1600,48.1600,53.9100,62.6500,69.0300,79.0100
O=C(OCOO)C1CCO1,-128.4400,101.7700,39.0200,47.9300,55.6600,62.1000,71.7800,78.5900,88.6900
CC1CCC(O)O1,-102.7800,83.0700,29.1200,38.2700,46.3000,52.9300,62.9500,70.1300,81.0600
COC(=O)C1OCC1OO,-124.1800,106.3200,37.3300,46.1900,54.1300,60.7200,70.5700,77.4400,87.6000
CC1CC(CO)O1,-78.6600,84.6200,30.0700,39.3900,47.4600,54.0000,63.6400,70.4400,80.7800
O=C(CC1CO1)OCOO,-132.5400,99.5600,36.9600,46.6900,55.1000,61.9700,72.1000,79.1100,89.4300
