smiles,Hf_298,S_298,Cp_300,Cp_400,Cp_500,Cp_600,Cp_800,Cp_1000,Cp_1500
C=C(C)[C]1CC1O,28.4324,95.4731,31.7494,38.7156,45.0672,50.5802,59.4366,65.9377,75.4120
CC1C[C]1C=O,28.4746,84.1878,26.2207,32.0512,37.3453,41.9995,49.2765,54.2616,61.7065
[CH2]C1(C)COO1,28.5721,82.0372,27.2907,33.3189,38.3344,42.6427,49.4589,54.3557,61.3118
C=C(O[O])C1OO1,28.7709,87.1779,24.6937,29.4496,33.6184,37.1606,42.3806,45.4903,49.2860
[CH2]CC(C)=C(C)C,28.9237,100.6764,35.0681,43.2041,51.2062,58.2399,69.7509,78.4334,91.6328
C#CC(=O)C(C)O[O],28.9239,98.9542,32.4631,37.7540,42.2843,46.1404,52.1489,56.3634,62.1110
C=C=C(C)[O],28.9266,78.2765,21.2259,25.3393,29.0574,32.3333,37.5334,41.2131,46.8212
C=CC[C](C)CC,28.9440,106.2757,35.0851,43.1862,51.1940,58.2339,69.7625,78.4649,91.6987
[CH2]C1(C)OOCC1=C,29.1400,91.5524,35.4055,43.5744,50.4700,56.3818,65.7032,72.3631,81.7258
CC1[CH]O1,29.2794,69.8388,17.0259,20.9454,24.4284,27.4530,32.3200,35.9056,41.1941
[CH2]CC=COO,29.3007,93.8900,28.8541,33.5139,37.9617,41.8410,48.1163,52.7700,59.6610
C=C1CCC1(C)O[O],29.4880,94.1433,34.1287,42.1523,49.3268,55.5561,65.1832,71.8118,81.7479
C=C1C=CCCC1C([CH]CC)CC,29.5033,127.1570,60.1236,76.4985,91.5815,105.1500,127.3203,143.0980,165.7524
CC1=CCC(C)[CH]C1,29.5052,93.0165,36.7982,46.9896,56.0620,63.9598,76.6998,86.1116,99.9831
[CH]=CCO,29.6020,73.2049,21.5037,24.7139,27.1921,29.3775,32.9959,35.7905,40.3349
[CH2]CC1=C(C)COO1,29.7442,98.2411,33.7904,41.2521,48.0930,54.0237,63.5382,70.5046,80.5894
[CH2]C1=CC(CC(=C)C)CCC1,29.9006,110.3913,50.0015,64.0300,76.6640,87.6030,104.5324,116.8735,135.4330
CC[CH]C(CC)C1C=CC=C(C)C1,29.9078,130.0312,59.6083,76.5184,91.9810,105.4034,126.9814,142.8329,165.9258
CC(C)CC1[CH]CC=C1,29.9408,101.5309,43.3933,55.2358,65.7156,74.6514,88.7256,99.1548,114.6230
[CH]1COC1,30.0311,68.3080,16.4351,20.5728,24.3715,27.6793,32.9669,36.8138,42.2981
C=CC(C)(C=C)O[O],30.0798,100.0712,37.6305,44.4456,50.4573,55.7344,64.2527,70.5552,79.8961
C[C](C)C1(C)CC1,30.1126,95.9459,33.6377,42.4598,50.9110,58.3024,70.3236,79.3019,92.6854
[CH2]C1C(C)C1(C)C,30.1449,94.6650,37.7994,46.4541,54.0779,60.7700,71.7286,80.0152,92.7627
[CH2]C1CC(=C)COO1,30.1536,89.7757,32.3508,41.2380,48.8892,55.1930,65.0388,72.1956,82.4124
C=C1[CH]COO1,30.1553,75.3906,22.6697,28.5956,33.5252,37.4821,43.5678,47.8028,53.4885
C[CH]C(C)OOC1C=CCC=C1,30.2210,122.5310,51.7698,65.0835,76.9190,87.1146,103.3027,114.9688,131.4069
C=C(C)C(=C)C[O],30.2886,89.4886,35.4187,42.8964,48.5068,53.3232,61.0609,66.7678,75.3482
[CH2]CC(C)(C)C=C,30.4713,97.0990,39.0872,47.6254,55.1656,61.7886,72.5990,80.6728,92.7076
[CH]1C=CCCC1,30.4763,74.9826,23.8753,32.0127,39.2390,45.2594,54.7581,61.6950,71.7003
C[CH]C1COO1,30.5662,86.2685,24.9384,30.5853,35.8663,40.6449,48.3947,53.7273,61.1322
C=CC(=C=O)O[O],30.6805,87.2526,29.3771,33.1889,36.0365,38.4462,42.1678,44.7482,48.2531
CC[CH]C(CC)C1C=C(C)C=CC1,30.8214,130.2611,59.7263,76.6064,92.0499,105.4565,127.0114,142.8488,165.9285
C[C]1C=CCC1,31.0153,79.5703,25.5644,32.9136,39.4091,45.0667,54.2099,60.9767,70.9327
CC[CH]C(CC)CC1=CCCC=C1,31.2707,128.0802,61.9300,77.9869,92.5469,105.5256,126.6823,141.9050,163.7634
CC[CH]C(CC)OOC1C=CC=C1,31.3269,129.4338,58.6491,73.2334,86.2321,97.4415,115.2715,128.1606,146.4464
C=C=C(C)O[C](C)C,31.3735,105.9591,40.0359,47.0887,53.8979,59.9242,69.7555,77.1429,88.3507
O=C1[CH]C2OC12,31.5725,73.9581,19.9900,24.9226,29.0384,32.2609,37.0137,40.1844,44.1046
[CH2]C(C)(C=C)CC,31.6723,98.8482,39.5566,48.0080,55.4269,61.9155,72.4811,80.4078,92.4739
[CH2]C1CC1(C)CC,31.6759,95.8744,37.8470,46.8322,54.6798,61.5068,72.5323,80.7085,92.9667
[CH]=CC(C)=O,31.8334,77.1439,21.2778,25.8336,29.8810,33.2908,38.2801,41.7574,46.7871
CC[CH]C(CC)OOC1C=CC(C2C=CCC=C2)C1,31.8430,161.4313,79.9338,103.2864,124.0485,141.9300,170.3067,190.7337,219.4099
OOC1[CH]CC=C1,31.8677,88.6869,29.1027,35.5220,41.3147,46.4016,54.3675,59.6932,67.1654
CC[CH]C(CC)OOC1C=CCC1C1C=CCC=C1,31.9697,160.2659,84.3024,106.5521,126.1256,142.9481,169.5594,188.6323,215.2960
[CH]=CO,32.1242,62.5546,14.2555,17.3459,19.6461,21.2345,23.5562,25.1268,27.1437
C=C(C)C(=C)O[O],32.2275,87.2900,32.4442,39.6378,44.7169,48.7977,55.2002,59.7553,66.2341
[CH2]C(C)C(C)C=C,32.2446,100.8613,39.2249,47.7084,55.1655,61.6956,72.3461,80.3495,92.5408
[O]OC1C=CC(OOC2C=CCC=C2)C1,32.2567,125.4597,55.3746,70.0812,83.3713,94.9994,112.9595,124.6837,141.1342
C=[C]OC,32.3078,73.4338,18.4519,21.5556,24.4507,27.1112,31.5471,34.9244,40.1591
C=C(C=CC)O[O],32.3865,88.1348,32.7078,39.2956,44.1614,48.2909,54.8063,59.4775,66.1692
[O]OCC1=CC=CCC1,32.4378,96.9137,34.4053,43.1038,51.0577,58.0633,68.9414,76.2150,86.9260
C=C[CH]C,32.4779,72.6873,20.5271,25.0307,29.1732,32.8578,38.9143,43.5092,50.5627
OC1[CH]C1,32.5469,71.5724,17.6959,21.7942,25.3248,28.2934,32.9789,36.3432,41.1646
[CH2]C(=C)C,32.5736,73.7638,19.5149,24.5274,28.9783,32.8363,39.0308,43.5899,50.3784
[CH]1CCC=CC1OOC1C=CCCC1,32.8419,123.0273,55.6010,71.7231,86.5829,99.7377,120.2217,133.8746,153.9425
C#C[C](C)O,32.8431,78.7050,24.3752,28.3428,31.6131,34.4116,38.8141,41.9553,46.4146
CC=C=C[O],33.2409,77.9781,21.2603,25.1295,28.7909,32.0036,37.2033,41.0625,46.7848
C[C]=CC=O,33.3185,78.4723,20.5574,24.5734,28.4054,31.7318,37.0750,40.9894,46.6184
C=CCC(=C)CO[O],33.4339,103.7936,38.3618,44.8266,50.6279,55.7955,64.1886,70.4541,79.8807
[CH2]C12COOC1(C)C2,33.4619,89.1237,34.6406,43.3755,50.3305,56.2522,65.6097,72.3174,81.7882
C=C(C)C[CH]C,33.5056,93.7141,30.7463,37.5093,44.1417,49.9837,59.5472,66.7660,77.7720
C=CC(C)OOC1[CH]CCC=C1,33.6281,117.7932,52.9779,66.5091,78.5150,88.8743,104.8028,115.8323,132.3615
[CH2]C1(C)OCC1=C,33.6375,88.8495,32.0527,39.4421,45.8563,51.3980,60.2446,66.6832,75.9873
[CH2]C1(CC(=C)C)OO1,33.6532,96.6382,40.2993,47.6666,53.3963,58.3410,66.2323,71.9927,80.4984
O=C1[C]=COOC1,33.6753,77.5988,22.7306,28.2459,32.6297,36.0875,41.3783,44.9966,49.6323
C=CC(=C)C[C]=O,33.7224,94.7128,30.0081,36.1532,41.5336,46.1533,53.4506,58.6706,65.9567
[CH2]C(=C)C(=C)OO,34.0189,92.8805,33.1285,39.0655,44.1455,48.4663,55.1915,59.9021,66.3250
C=C[C](C)C(=C)C,34.1330,90.5957,34.5069,43.5646,51.4438,57.9762,67.9102,75.1313,85.4993
C=C1[CH]CCC1,34.1842,76.3209,24.9332,33.0397,40.0983,45.9610,55.2631,62.0412,71.8025
CC1=C(CO[O])CC1,34.1893,98.3451,32.6105,40.2455,47.2539,53.3292,63.0718,70.1978,80.4699
CC=CC[C]1C=CCCC1,34.2762,106.6604,45.5374,56.9708,67.5841,76.8914,91.9212,103.0399,119.4460
C=C(C)C1(O[O])CC1,34.2827,96.3948,35.5786,42.9700,49.4194,55.0214,64.0365,70.6740,80.4808
C=[C]C(C)OO,34.5438,90.4111,31.4142,36.2681,40.4594,44.0655,49.7909,53.9385,59.9996
[CH2]C1(C2OO2)OO1,34.8210,82.7777,26.8624,32.5866,36.6013,39.6624,44.1449,46.9495,49.8423
[CH2]C1C=C(O)C1,35.0075,81.8203,27.5280,33.8109,38.7169,42.8791,49.4852,54.2594,61.1410
[CH]1C=CCCC1C1C=CCCC1,35.2249,107.9645,48.9716,64.7934,78.5226,90.3590,109.1770,122.7674,141.9969
C#CC(=O)C[C]=O,35.2579,91.5554,26.9207,30.6119,33.7732,36.4649,40.6629,43.6139,47.6722
[CH2]C1CC=C1O,35.2813,82.7515,26.4693,32.7742,37.8593,42.1950,49.0643,54.0101,61.0594
C=C1[CH]CO1,35.4099,70.5501,19.5488,24.9920,29.3965,32.8980,38.3916,42.3154,47.7951
[CH2]C1OO1,35.4435,67.6537,16.3741,19.6585,22.3239,24.3974,27.5370,29.6976,32.5528
C=C1[CH]OC1,35.5141,70.4360,19.3906,24.7543,29.0951,32.5993,38.1292,42.0955,47.6755
[CH2]C(C)C(=C)C,35.6018,92.4963,32.6407,39.2964,45.5719,51.1838,60.3652,67.2961,77.9097
[CH2]C1(C)CC1=O,35.6721,83.5738,28.4633,34.1357,38.8874,42.9875,49.5237,54.2791,61.2082
C=CC=CCO[O],35.7358,92.6736,30.7643,36.7532,42.0189,46.6153,54.0141,59.3755,66.6307
O=C[C]1CC1,36.0455,75.0569,20.6399,25.3649,29.4397,32.9327,38.4340,42.3476,47.7316
C=CC(=C)CO[O],36.1543,93.0380,30.3114,36.8085,42.4167,47.1123,54.1203,59.0903,66.3568
[CH]=C1OOCC1=O,36.6138,79.3389,24.2810,29.7777,33.9009,37.1296,42.0803,45.4627,49.8114
[CH2]C=C1CC1O,36.6379,85.3774,26.5814,32.5734,37.7683,42.2485,49.3771,54.5352,61.8818
[CH2]C(O)=C=C,36.7234,78.2400,24.8481,29.1401,32.2535,34.9185,39.1939,42.3421,47.0706
C=C[C](C)CC=CC,36.8345,102.9773,40.4629,49.1509,57.2458,64.5467,76.4642,85.4163,98.9886
[O]OC1C=CC=CC1,36.9391,87.2970,29.6150,37.3679,44.1528,49.7653,58.1753,64.2525,72.9308
C#CC(O)=CCO[O],37.0527,97.8243,33.2288,38.5161,42.9638,46.7489,52.6487,56.7814,62.3477
[CH]=COC,37.1733,71.2217,20.0005,24.2175,27.4463,29.9671,33.9312,36.7853,40.9426
[CH]1C2CC=CC1OOC2,37.3372,86.0957,32.1107,42.3505,51.1789,58.5549,69.9879,77.9406,88.5659
CC1[CH]CCC=CC1,37.3897,91.4151,35.3582,46.1274,55.8563,64.1648,77.1024,86.6665,100.8236
[CH2]C(C=C)OOC1C=CCCC1,37.5711,123.7878,52.8343,66.1752,77.9379,88.0539,104.0732,115.5726,131.6872
C#CC(=O)O[O],37.6236,77.2960,21.2895,24.4273,26.5924,28.3471,30.9437,32.6032,34.4282
[CH2]C1(C)CC1C,37.7078,87.5907,31.8999,39.3962,45.9715,51.7175,61.0624,68.0618,78.6977
[O]OC1C=CCC=C1,37.7987,86.9128,29.3063,37.3380,43.9240,49.4516,58.1441,64.3195,72.8413
CC=CCCC1=CCC(C)[CH]C1,37.9816,127.0761,56.4492,70.7558,83.9712,95.4751,114.0289,127.7298,147.8965
[CH2]C=C=CO,38.0221,76.0214,23.2821,28.3508,32.0975,35.0015,39.5391,42.7576,47.3001
C=C=C(C=O)O[O],38.2283,86.5299,27.3045,31.3288,34.7487,37.6343,42.0603,45.0794,48.9406
C=C1C=CC(O[O])C1,38.2433,90.0657,29.7826,37.2215,43.9611,49.7836,58.5070,64.3630,72.9883
C=C1OOC=C1O[O],38.2606,84.2616,27.9571,34.0966,38.5025,41.9731,47.2168,50.6997,54.9089
[CH2]C(C=C)OOC(C)C=C,38.2994,117.5585,47.1921,57.7398,67.1891,75.3613,88.4189,97.9281,111.6221
[CH2]C1CC12COOC2,38.7256,88.9439,33.0919,42.1986,49.5907,55.8296,65.6725,72.7053,82.5424
[CH2]C=CCC1C=CCCC1,39.0933,105.4106,43.4751,55.7738,67.1968,77.3927,93.5125,104.5823,121.2411
CC1=CC=C[CH]C1,39.2363,81.2186,28.0856,36.2620,43.3852,49.5243,59.2845,66.3427,76.4225
C#CC(=O)CO[O],39.4079,91.0808,26.4196,30.3346,33.7095,36.5738,41.0099,44.0820,48.1089
CC[CH]C(CC)C1C=CC=CC1,39.4358,121.0357,57.3055,72.2964,85.7688,97.5804,116.1916,129.1515,148.6416
C1O[C]1C1OO1,39.4670,78.1017,22.1259,26.5364,29.8904,32.6730,36.9484,39.8711,43.6136
C=CC(=C)[C]=O,39.5292,82.3856,26.9022,31.2929,34.8202,37.8708,42.7544,46.3344,51.6437
[O]OCC1=CC=CC1,39.5553,91.7306,30.7691,37.5825,43.7551,49.2230,57.9594,63.9635,72.1175
[CH]1CO1,39.5712,60.3399,11.2086,13.8414,16.3510,18.4865,21.6389,23.9091,27.1907
[O]OCC=C=C=O,39.6049,88.7313,26.4922,30.3641,33.6689,36.4722,40.8152,43.8341,47.8927
[CH2]C1COO1,39.6523,75.3753,20.8341,25.6265,29.5401,32.8314,38.0409,41.7845,47.0876
C=C[CH]CCC(=C)C,39.7517,105.0318,40.0901,49.0109,57.2948,64.5706,76.3727,85.1674,98.3401
[CH2]C1OOCC1=C,39.8189,85.4557,28.5875,35.6269,41.4980,46.3909,54.1437,59.7242,67.5799
C=C(C)[C](C)CCC(=C)C(=C)C,40.2025,131.6765,61.2706,74.9685,87.4112,98.2222,115.5846,128.3270,146.9152
CC1=C[CH]CC=C1,40.2729,84.2744,27.1703,35.4389,42.7376,49.0209,58.9869,66.1667,76.3462
[CH2]C=C,40.3619,61.9933,15.2017,18.7869,21.8120,24.4299,28.6669,31.8179,36.5533
CC1=CC=CC[CH]1,40.3718,81.6318,27.7326,35.9357,43.1099,49.2928,59.1220,66.2283,76.3647
[CH]1C=CCC1,40.3744,69.4738,19.5746,25.9939,31.7822,36.5816,43.9428,49.2872,56.9302
C=C[C](C)C=C,40.4122,86.2616,29.4744,36.6445,42.7058,47.9449,56.3136,62.4075,71.1916
[CH2]C=CCCC=CC,40.5452,103.6579,39.2376,48.2885,56.8235,64.2988,76.4340,85.4846,99.0376
[CH]1CC2C=CC1OOC2,40.5717,84.6504,32.3469,42.6377,51.4743,58.8102,70.1694,78.0698,88.6270
[CH2]C1(C(=C)C)OO1,40.6699,92.6121,32.2278,38.2636,43.2721,47.5613,54.3167,59.1434,65.9958
C=CC(=C)O[O],40.7239,80.2010,26.6366,32.5900,36.7964,39.8491,44.5176,47.7581,52.2234
[CH2]C#CCO,40.7441,82.2971,23.6364,27.3872,30.6661,33.5214,38.1405,41.5751,46.7504
C=C[CH]C(=C)C,40.8600,82.8089,29.5312,37.0458,43.3657,48.7575,57.2712,63.3532,71.7878
[CH]1CC=CC1OOC1C=CCCC1,40.8921,123.0654,51.3139,65.4026,78.4183,90.0453,108.5155,120.8684,137.8845
C=[C]COC(=C)C,40.8998,96.0329,33.8274,41.0015,47.3332,52.7607,61.3069,67.3834,75.7264
C=C(C)CC1[CH]CCC(C)=C1,41.1820,111.8156,50.0408,63.4883,75.8022,86.7661,104.3310,116.6611,135.2131
[O]OCC#CC=O,41.1999,89.8594,25.1570,29.2007,32.8000,35.8787,40.7081,44.1184,48.7220
[O]OC1CC1=C=O,41.2060,88.8398,24.1179,28.6373,32.5053,35.7789,40.8237,44.2868,48.7360
CC=CCC1=CC(O[O])C=CC1,41.2949,120.4308,50.8983,62.3486,72.5787,81.4275,95.5625,105.8513,120.6494
[O]OC=C=C=O,41.5612,77.4602,20.2793,23.1844,25.5569,27.5338,30.4971,32.4327,34.6451
[CH2]CC(=C)C,41.6533,84.2270,26.2451,31.7060,36.9176,41.5600,49.1609,54.9042,63.7071
C#C[CH]CO,41.8485,80.9390,24.8136,28.2715,31.0226,33.3193,37.2007,40.5016,45.8097
C=CC(C)OOC1[CH]CC=C1,41.8521,115.5898,46.7057,58.6585,69.2438,78.3414,92.7288,103.0277,117.3321
C=C(C)C(=C)[CH]C,41.8806,96.2638,33.0361,41.0031,48.3714,54.7894,65.1496,72.8093,84.0997
C=CC1C=C[CH]COO1,41.8888,94.7541,35.6554,44.7628,52.8205,59.6406,69.8819,77.2289,87.9801
C=C(C)CC1C=CCC[C]1C,41.9897,112.7604,50.7878,64.0145,76.1007,86.9049,104.4560,116.9545,135.2682
[CH]1CCC=CC1OOC1C=CCC1,41.9945,117.9935,51.1185,65.6191,78.9855,90.8263,109.2750,121.4707,139.1650
Oc1cc[c]cc1,42.0319,76.1618,24.0223,30.6137,36.1391,40.5347,47.1824,51.7404,57.7173
[CH2]c1cccc(C)c1,42.1519,85.4362,30.8498,39.9127,47.5358,53.9849,64.1947,71.5290,81.8768
C=C1CC=CC1O[O],42.3274,90.0066,29.6941,37.3845,44.2664,50.0868,58.6101,64.5430,73.1222
C=CC[CH]C,42.3418,86.0507,24.8445,30.3879,35.8468,40.6542,48.5361,54.4978,63.6086
[CH2]C1C=CCCC1,42.4624,86.9923,29.7666,39.0004,47.1390,54.1817,65.4516,73.6831,85.6336
O1[C]2OC12,42.7861,63.5129,12.3917,14.8893,16.9420,18.4528,20.5794,22.0044,23.7258
C[CH]c1ccccc1,42.8469,84.9460,29.9796,38.9894,46.8179,53.5304,64.1103,71.6532,82.1219
C[C]=COO,42.8481,84.2530,22.1180,25.6807,29.0706,32.0213,36.7841,40.3018,45.4525
[CH2]CC=CC,42.8983,84.7064,26.2531,31.5194,36.6758,41.2954,48.8925,54.6690,63.6065
[C]1=COC=CO1,42.9433,71.1967,19.0296,24.3594,28.5108,31.6350,36.3932,39.6705,43.9192
C=C(C)CC1[CH]CCC=C1C,43.2555,112.1387,49.8695,63.6222,76.2903,87.5919,105.6369,118.1735,136.9601
[CH]=C=O,43.3485,58.7345,11.6671,12.9105,13.8378,14.5608,15.7132,16.5594,17.8390
C=CC=[C]O,43.4050,75.7098,22.6569,27.7688,31.6409,34.6031,39.1671,42.3502,46.7011
C1=CC2CC[C]1COO2,43.6199,84.1045,31.7921,41.9370,50.7737,58.2654,69.8506,77.8701,88.4969
C#C[CH]O,43.6461,69.7999,18.9153,22.1268,24.2837,25.8705,28.3195,30.0282,32.4241
[CH2]C(C)C=C,43.7020,83.3771,27.7136,33.1958,38.0692,42.3876,49.5602,55.0895,63.8099
C=C(C)CC1(C)[CH]CCC=C1,43.8373,114.6742,52.0393,65.3546,77.3339,87.8712,104.6103,116.3795,134.1119
[CH2]C1CC1=O,44.0862,76.1314,22.1338,26.9818,30.7262,33.7937,38.6466,42.1386,47.1473
[O]OC1=CC=CC1,44.0869,79.1847,25.3303,32.0401,37.4827,41.8089,48.4312,52.9716,58.8245
CC=CCC1=C[CH]CC1,44.1967,103.1477,39.0111,49.6216,59.3129,67.7215,81.2275,91.1334,105.5045
C[C]1CC1(C)C,44.2655,85.4498,30.7552,38.1917,44.8820,50.7687,60.3919,67.6434,78.6901
CC1=CC[CH]C1,44.2901,78.9823,26.3967,33.7031,40.1053,45.6750,54.6619,61.3018,71.0756
C=[C]COO,44.3274,83.1798,24.9118,28.3743,31.3778,33.9723,38.1187,41.1525,45.6558
C=C=CC(C)O[O],44.3576,90.0180,30.9183,36.7309,41.7904,46.1743,53.2030,58.3492,65.8319
[CH2]C1(C)CC1,44.3976,77.0603,26.0980,32.7809,38.2889,43.0077,50.6173,56.2540,64.7297
C[C]1CC=CC1,44.4930,78.8112,24.7808,32.2629,38.9849,44.8189,54.1761,61.0279,70.9678
C#CC(C)(C)O[O],44.7056,90.1676,32.6204,38.2917,43.1860,47.3918,54.0540,58.8589,65.7983
C=C1[CH]C=CCC1,44.7460,79.1786,27.5941,36.1025,43.6030,50.0226,60.1076,67.2712,77.2352
[CH2]C1CC1C,44.9013,80.4402,25.9918,32.3662,37.8702,42.6581,50.3903,56.1248,64.7249
C=C(C)CC1C=C[CH]C1,44.9677,100.7459,39.9749,50.4986,60.1481,68.7006,82.2032,91.5435,105.6314
CC=CCCC1[CH]CCC=CC1,45.0721,121.7231,55.7581,70.4561,83.8852,95.8933,115.4145,129.3084,149.4691
C[CH]C1CC1,45.1157,82.4916,23.9900,30.2622,36.1530,41.3994,49.6258,55.5403,64.6090
C=C[C](CC=CC)CC(C)C=C,45.2458,133.2047,63.2844,76.8995,89.1418,99.7809,116.8555,129.3769,147.6419
C=C[C](CC=CC)CCC=CC,45.3760,137.2086,62.9582,75.1025,86.8701,97.3049,114.3323,127.1289,146.5270
[CH]=C(C)C(C)C,45.4700,89.8748,31.6563,38.8002,45.2468,50.9643,60.2580,67.1194,77.8535
[CH]1COO1,45.5112,65.3969,14.0795,17.5161,20.5760,23.0578,26.7477,29.3684,32.9629
C=C=C(C)C(C)(C)[C](C)C,45.6642,120.4136,53.1090,64.3854,74.7752,83.9105,98.7132,109.7280,126.1971
[CH]=C(O)C=C,45.7068,74.9413,23.6709,29.2498,33.4281,36.3294,40.4304,43.1706,46.7593
[O]OC(=O)C1=CC1,45.8190,86.8306,25.7410,30.1146,33.8017,36.8870,41.5628,44.7034,48.6760
C[C]=C(C)C,46.2949,82.2984,25.8185,30.8444,35.8030,40.4866,48.2666,54.2113,63.4554
[CH2]C=CCCC=C(C)CC=CC,46.4146,134.5557,60.4471,73.4260,85.8184,96.6731,114.2959,127.4390,147.1051
CC(C)=C=CO[O],46.4862,90.1022,31.5025,37.2618,42.2619,46.5834,53.4888,58.5273,65.8753
C=C=C(C)CO[O],46.8637,93.6555,30.7361,36.3471,41.4618,45.8967,53.0073,58.2122,65.7686
[CH]=CCOO,46.8817,84.3631,23.4319,26.8749,30.1282,32.9547,37.5039,40.8507,45.7309
C=C[CH]CCC=CCC1C=CCCC1,47.0795,133.2794,62.4510,80.3129,96.3209,110.1497,132.2071,148.2150,171.0429
CC[CH]C(CC)C1C=CC=C1,47.2918,116.6938,51.7223,64.9995,77.0492,87.7547,105.0061,117.1784,134.9140
[CH2]C=C=CC=O,47.4035,79.8141,25.1664,30.5779,34.9164,38.5610,44.2442,48.2224,53.5288
O=CC1=[C]COO1,47.4141,81.9789,24.0382,28.6954,32.8070,36.3435,41.7142,45.1399,49.6199
C#C[CH]OC,47.7769,79.8099,23.9784,27.6698,30.8807,33.6621,38.1254,41.4066,46.2813
C=C=CC([O])C=CC=O,47.8029,104.0642,37.8214,44.7811,50.8236,55.9977,64.1322,69.9068,77.8492
C=[C]C1(C=O)OO1,47.8728,86.0432,27.0916,31.6318,35.3417,38.3470,42.6932,45.4664,49.1036
C=C[CH]C=C,48.3894,73.3332,24.0032,30.3360,35.5698,39.8269,46.4788,51.1862,57.6694
C=C=CCC(C)(O[O])C(=C)C,48.6956,119.8625,54.8032,64.8845,73.5966,81.0903,92.9797,101.5752,114.0357
C=CCCC(C=C)C[CH]C=CC,48.6977,135.9804,60.0807,73.7084,86.4401,97.5145,115.3677,128.5392,147.8707
[CH2]C=CCCC=CCCC=CC,48.7862,135.8749,58.7473,72.0916,84.7798,95.8597,113.8150,127.1659,147.0183
C=C1C[CH]CC1,48.7919,78.1489,25.6664,33.3700,40.2003,46.0883,55.4457,62.2106,71.8796
[CH]1C=CCC=C1,48.8819,71.7740,22.0825,29.2252,35.3567,40.5882,48.7676,54.5286,62.3891
[CH2]OC(C)=C=C,48.8894,86.0288,29.3988,34.8295,39.5060,43.5122,49.8239,54.3338,60.7189
C=C[CH]CC(C=C)CCC=CC,48.9175,135.3590,62.0537,75.6335,88.0431,98.8245,116.1488,128.8739,147.4637
CC=[C]CC,49.1947,84.3376,25.5758,30.8161,36.0756,40.7910,48.5504,54.4533,63.5746
C#CC(CC)O[O],49.4472,93.4943,31.9627,37.8457,42.8102,47.0244,53.7193,58.6690,66.0174
[CH2]C(=C)C(=C)C,49.4704,86.4235,28.8451,35.6476,41.5811,46.7347,55.0320,61.1491,70.1757
C=CC(=C)[CH]C,49.4741,87.5359,28.3766,35.0775,41.1637,46.5073,54.9118,60.9907,70.2533
C=CC=CC(=C)CO[O],49.4936,105.1625,39.6878,48.3133,55.8116,62.2155,71.9997,78.4436,87.1622
C[C]=CCC,49.4938,83.2765,25.4106,30.9111,36.2230,40.9537,48.7106,54.5832,63.6052
C#C[C](O)C=C,49.6284,81.1304,28.0467,33.3445,36.9737,39.9602,44.6623,48.0255,52.8419
[CH]1CC=CC1OOC1C=CCC1,50.1459,114.1812,46.5874,59.5699,71.4910,81.9878,98.1411,108.6624,123.8654
[CH2]C1(C=C)OO1,50.2462,81.2104,26.6995,31.5406,35.3609,38.6128,43.6845,47.2498,52.1542
OOC1[CH]C1,50.2496,79.1183,22.7189,27.5578,31.2765,34.3523,39.1196,42.4323,46.8606
[CH2]c1ccccc1,50.4685,74.9480,25.1711,33.3875,40.0677,45.3776,53.6964,59.6291,67.8757
[CH2]CC=C,50.5094,76.2744,20.5488,24.7897,28.8563,32.4605,38.3616,42.8200,49.6488
[O]OC1C=CC(C2C=CCC=C2)C1,50.5300,116.1570,49.0627,62.3779,74.5500,85.2784,101.9293,112.8391,128.3626
[CH]1OO1,50.6830,59.8602,9.9786,11.5175,12.9216,14.0529,15.6233,16.7010,18.1116
[O]OC1C=CCC1C1C=CCC=C1,50.6970,116.5950,48.8245,61.9375,74.0107,84.7611,101.7500,112.9951,128.2360
[O]OC1C=CC=C1,50.7174,81.2047,24.4566,31.0050,36.4038,40.7194,47.3463,51.9357,58.0190
C=C[C]=C=O,51.2395,73.3586,18.7635,22.2066,25.1498,27.5918,31.4242,34.2182,38.2313
O=C1[CH]C2CC12,51.2419,74.3861,21.3242,27.7177,32.8911,36.8945,43.0607,47.4046,53.3038
C#CC(=O)[CH]C,51.2550,82.2212,25.4234,30.0462,34.0357,37.4613,42.8768,46.7638,52.2803
CC#CC[C]=O,51.2961,89.5581,25.0311,28.9102,32.7880,36.1871,41.7320,45.8914,52.1345
C=C[C](CC=CC)CCC=CCCC=CC,51.4678,156.4543,75.0288,95.1801,113.7448,129.8591,155.7587,174.7738,202.4129
[CH]=C(C)CC,51.6562,82.3473,26.1797,31.7867,36.9338,41.5816,49.3199,55.0811,63.7583
C=C1[CH]CCC=C1,51.7790,79.6185,27.9720,36.4587,43.8843,50.2402,60.2332,67.3419,77.2645
[CH2]C1=CC1O,51.9476,78.1938,22.8760,26.9153,30.4118,33.4240,38.2110,41.6735,46.6419
C=C[CH]CC1(CC=CC)C=CCC1,52.2424,123.2620,58.1438,73.8843,88.3285,101.2475,122.1055,136.6726,157.5346
[CH2]C#CO,52.2775,70.7526,19.0685,21.2542,23.1405,24.7888,27.4732,29.4947,32.6443
CC1(C)[C]=COO1,52.3497,84.6426,29.5284,35.9957,41.5361,46.2859,53.7744,59.1238,66.6387
C=C1CC[C]1C,52.3824,80.9159,26.2496,33.3888,40.0268,45.8618,54.8524,61.3036,71.0495
[CH2]C1CC1,52.4881,69.8901,19.9850,25.1154,29.6249,33.5050,39.6643,44.1219,50.6038
